"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change"
"SAA_15515.2",8.65824727640631e-10,58750.1246925926,6329.07411514815,3.21452554639315,29.1318628293632
"CRP_4337.49",1.41237619013015e-09,56777.068601037,15994.1803698148,1.82776130198611,16.1757782021899
"TR.ECD_8795.48",3.9506187564964e-09,10680.9057614074,3884.84707822222,1.45910428042071,12.2613418912916
"Histone.H2A.type.1_22468.54",4.35440224619345e-06,49286.4350181481,10553.1256372593,2.22352027054784,11.9204510512977
"H2A3_14144.3",0.000115958148851021,15842.7809878148,2007.97343627778,2.98001351447954,11.7284353933325
"H2B2E_14143.8",1.69278899009556e-05,29431.5542389259,5484.02847744444,2.42405576311202,11.5661328184299
"SAA2_18832.65",0.000266495129754022,10586.3976548889,1198.21738685926,3.14325017353097,11.2349528014987
"VSIG4_17678.28",1.07882505062917e-07,11407.3159256296,4003.64888885185,1.51057201022404,10.5242291795114
"XPO5_25963.2",6.50488308844035e-06,15820.1609461481,4127.70576118519,1.93835223845728,10.0537688343556
"IL.1F6_14150.7",1.84279310092581e-05,7707.74718137037,1870.72197535556,2.04271408840776,9.67127769669813
"S35G2_13501.10",1.2878681732827e-08,2922.64522637037,1289.82681065185,1.18009735094091,9.31111984677291
"Lectin..mannose.binding.2_7638.30",1.91774384663783e-07,10964.6712756667,4211.71074059259,1.38038429931671,9.27233039384995
"IGF.I_2952.75",4.69232177464385e-09,29427.6969137037,13770.4990128519,1.09559379717648,9.12477588065201
"OLFL3_8660.33",5.42047413781521e-07,10419.4451445556,3826.70368318519,1.4451043565272,9.05497002934325
"H2B3B_18823.52",0.000302701858286459,12951.3873862222,2180.91053518148,2.57010415703065,9.04415775317701
"C3b_4480.59",0.00150386011661666,21497.8457220037,2468.96425930741,3.12221423869448,8.81336311839499
"H2B2E_22974.25",0.000424139430437462,10388.8135797407,1762.32020588889,2.55948292083136,8.63183401393035
"DNJB9_11214.40",4.16600509119352e-08,19595.5145681111,8771.69666644444,1.159595629636,8.55814066963601
"calgranulin.B_5339.49",0.000121232200153687,18473.1472429259,4230.63516455556,2.12648349398602,8.32812170695046
"PRKRA_22010.36",5.30554259119468e-06,2399.01491765556,826.108909481482,1.5380382327143,8.1135672474064
"OAF_6414.8",5.836652331024e-09,11284.2304940741,5732.93798351852,0.976961462357482,8.04414063065599
