0,Protein
0.06943501425747689,SAA_15515.2
0.00947741777745581,CRP_4337.49
0.026762954488183367,SAA2_18832.65
0.0013793103448275857,TXN4A_21651.9
0.0,C3b_4480.59
0.031713304016280176,IL.1F6_14150.7
0.022795708348383754,Histone.H2A.type.1_22468.54
0.0,iC3b_2683.1
0.03702778930215213,CHKB_13117.232
0.0,DNJB9_11214.40
0.0,XPO5_25963.2
0.0038372564935064946,H2B2E_14143.8
0.0,MPIP1_11548.84
0.015462283144142214,VSIG4_17678.28
0.007089728998880583,HN1_19335.2
0.02173977301897213,GAGE.2_25413.80
0.0019994389901823286,FTMT_8048.9
0.015225756600607885,PCDGK_7859.21
0.01082285731968488,H2A3_14144.3
0.0,HTRA1_15594.47
0.0007714285714285716,OAF_6414.8
0.009279239288544315,C3_2754.50
0.00034137931034482807,TR.ECD_8795.48
0.001335807050092764,C4b.binding.protein.alpha.chain_9449.150
0.014775788727401628,LBP_3074.6
0.0014400921658986165,FGL1_5581.28
0.0,C3d_5803.24
0.0060686813186813186,Macrophage.mannose.receptor_2637.77
0.0,Kininostatin_19631.13
0.008883538758538758,Lectin..mannose.binding.2_7638.30
0.0,B4GT1_13381.49
0.0013750663129973467,Pregnancy.zone.protein_6580.29
0.006363636363636365,Myeloperoxidase_2580.83
0.0019950738916256158,C2_3186.2
0.01731679867167495,NAB1_13933.276
0.004721407624633432,IGF.II.receptor_3676.15
0.00579470481242895,FCN2_13717.15
0.023686629256965946,OLFL3_8660.33
0.0007448275862068965,ZAP70_4476.22
0.006810593987293494,C9_13722.105
0.0,IZUM4_20549.1
0.0,Activin.A_19622.7
0.0013704827586206894,alpha.1.antichymotrypsin.complex_4153.11
0.0064387220526359226,Inhibin.bB.chain_13676.46
0.0,Apo.A.V_15363.32
0.0010384551834798147,H2B2E_22974.25
0.0006804435483870973,C8_2429.27
0.006889400921658986,IGF.II.receptor_16057.6
0.0,TNF.sR.I_2654.19
0.01,Coagulation.Factor.IXab_5307.12
0.0004965517241379311,IGF.I_2952.75
0.0007161803713527845,complement.factor.H.related.5_7885.17
0.0,SPON2_8099.42
0.0,RM33_13453.2
0.0,sCD14_16914.104
0.0,RNAS4_5644.60
0.0,T.plastin_25960.15
0.009074817284988412,TMPS6_11239.49
0.002309776330924442,SAA_4336.2
0.0,GRIA4_10760.107
0.039211459013279035,H2A1A_22402.12
0.058830747498763464,Endothelial.lipase_23148.100
0.0,IL.18.Ra_3446.7
0.0,CXCL16..soluble_2436.49
0.0,FUT5_4549.78
0.011596674858299162,H2B3B_18823.52
0.006875,TNF.sR.II_8368.102
0.01936341078276562,SAE1..SAE2_21923.24
0.008928708038104954,L.plastin_9749.190
0.0,MMP19_6425.87
0.007939388032267288,Ck.b.8.1_3028.36
0.023307822069260936,S35G2_13501.10
0.0,PSB10_21861.8
0.02588529007299011,BSP_14023.84
0.015336363636363638,KIF3A_13961.18
0.0,ST2B1_17209.27
0.006993506493506495,NIF3L_23371.5
0.0,FCN1_3613.62
0.0,MIP.5_18289.16
0.00022432113341204287,FCN2_3313.21
0.002461355529131985,PCKGM_20079.6
0.0,PSMA_3218.8
0.0007663913913913908,kallikrein.12_3199.54
0.0,Lymphotoxin.b.R_2636.10
0.001760869565217391,SIG14_22577.24
0.0,MLF1_17820.170
0.007280046001995511,BLC_13701.2
0.0,DNM1L_21452.3
0.018219504806949,sperm.egg.fusion.protein.1_21526.88
0.0007336956521739134,ATF6A_11277.23
0.0,Haptoglobin..Mixed.Type_3054.3
0.0007438016528925614,HCC.4_4913.78
0.0,X7B2_15358.28
0.0,Thrombin_4157.2
0.0,Apo.F_12370.30
0.0,GOLM1_17456.53
0.01213815789473684,DMP4_21547.6
0.0,VEGF.D_13098.93
0.0006384236453201972,Holo.TC.II_5584.21
0.0,Coagulation.Factor.IX_4876.32
0.000733695652173913,protein.Z.inhibitor_13119.26
