"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change"
"SAA_15515.2",6.55357690752108e-09,60410.2688488889,6514.72934181481,3.21301665958143,26.2937912337945
"CRP_4337.49",1.95620793032935e-09,57143.3288477037,15625.5226337407,1.87068063695138,16.2909813063613
"TR.ECD_8795.48",1.57518635615566e-09,10160.0933747037,3691.76872433333,1.46052957961296,12.8565570790947
"VSIG4_17678.28",3.14149818572492e-09,10566.8151024815,3867.13172837037,1.45020479210134,12.3308929400233
"SAA2_18832.65",0.000289313317948311,11678.2123459259,1210.1826955,3.27052268329586,11.5731748306968
"DNJB9_11214.40",2.96489733333318e-09,18899.2751028889,7974.89530862963,1.2447934147959,10.6155862173289
"Kininostatin_19631.13",6.26596675651261e-05,18209.5809055185,3709.97847725926,2.29521499653338,9.64681597460231
"Histone.H2A.type.1_22468.54",1.91850774901766e-05,43109.4885588889,10481.8611927778,2.04011053764987,9.62327575243384
"IGF.I_2952.75",4.68391286154481e-09,28888.939177037,13338.0554327407,1.11496887803053,9.28701195318211
"sperm.egg.fusion.protein.1_21526.88",4.17210313397899e-07,2686.68987654815,984.48962962963,1.4483818869696,9.24016221172789
"S35G2_13501.10",1.56422328830707e-08,2853.61843622222,1263.94195468889,1.17486223102859,9.17062358835088
"H2B2E_14143.8",8.7708219100205e-05,25435.5434161111,5370.90292188889,2.2436093665132,9.10223279858291
"C3b_4480.59",0.000612288345634845,17003.8364199296,2454.72495886296,2.79222699408897,8.97154820924954
"Lectin..mannose.binding.2_7638.30",2.12200797423339e-07,10350.5716460741,4083.19592581481,1.34193974792473,8.95510343310319
"OLFL3_8660.33",6.20017640607878e-07,9793.2883542963,3640.80925933333,1.4275342035074,8.86155554570821
"IL.1F6_14150.7",3.9631668690185e-05,7388.54985611111,1866.48814822222,1.98496488784292,8.73773135580216
"H2A3_14144.3",0.00069549584352056,13178.0672841111,2002.86366261111,2.71800267437424,8.58265188823903
"GPDA_11081.1",1.61552735675682e-06,1722.03930047037,622.145267492593,1.46879468222506,8.5067971328942
"XPO5_25963.2",3.41627025984274e-05,14850.8552258889,3992.93641959259,1.89502400992381,8.46402578170183
"HTRA1_15594.47",1.30074120805527e-08,22623.800000963,10925.4108642593,1.05015373642993,8.28131189208
"Leptin_2575.5",1.04307609189114e-05,15826.8914195667,5079.70855966667,1.63956028956719,8.16777127607847
"TXN4A_21651.9",5.05242747537292e-07,19698.6107407407,8030.93304522222,1.29445436916795,8.15053182130805
"PRKRA_22010.36",5.15507677719907e-06,2313.50483537037,794.953724288889,1.54113732819424,8.14917181179189
"SPON2_8099.42",1.1145342615005e-07,11989.2559665185,5392.24637851852,1.15278380856247,8.01519812382136
"TR.CD_6895.1",3.5560761149709e-06,4334.21588466667,1613.91582296296,1.42520568108064,7.76598701858595
"Apo.A.V_15363.32",1.37007690336496e-06,27037.4744855556,11026.2214412963,1.29402191806197,7.58718055224057
"C8_2429.27",4.5886332736331e-07,11241.4935187407,4933.83555555556,1.18805218479523,7.53025094395413
"ZAP70_4476.22",8.46803076475681e-07,31276.334896963,13354.4441977037,1.22775152769029,7.4551744015189
"OAF_6414.8",2.48423900404281e-08,10732.7327163333,5452.20465022222,0.977105834592701,7.43070092307988
"IGF.II.receptor_3676.15",2.6426981374378e-08,12718.2265424815,6472.02975318518,0.974607366826451,7.38552827483225
"BLC_13701.2",0.00172270845671877,6122.69609062963,973.190308674074,2.65337321583423,7.33336162216935
"TNF.sR.I_2654.19",8.90024090297074e-08,15557.197161,7627.29119374074,1.02833947780855,7.25040851044669
"Inhibin.bB.chain_13676.46",2.44705294890231e-07,13314.2232717778,6240.84253092593,1.09315555157658,7.22724120720875
"iC3b_2683.1",0.000109776442078208,26221.6071612593,7404.4565432963,1.82429035657114,7.22326097290234
"P.Cadherin_2643.57",1.42785773548668e-08,35535.9744862963,18794.01325,0.919007091245121,7.2099001743933
"C3_2754.50",6.83666127653028e-07,67782.3075296296,30468.8654944444,1.15357296927696,7.11195724001922
"Leptin_8484.24",7.43207780115517e-06,39551.3027983704,15207.9259671852,1.3789018030527,7.07223532761445
"X7B2_15358.28",1.72400970644462e-06,16012.4004528148,6845.16530840741,1.22603231392201,7.06618855966393
"NIF3L_23371.5",2.07213360458849e-06,37029.1474483704,15653.9909868519,1.24213081424771,7.05975264318735
"FGL1_5581.28",1.2795496967693e-07,75633.5177748148,37600.7504940741,1.00826426363246,6.94990793861875
"alpha.1.antichymotrypsin.complex_4153.11",6.25059201460431e-06,18250.555926,7282.5708232963,1.32542067845067,6.89759371638776
"C4b.binding.protein.alpha.chain_9449.150",7.46170421254224e-09,22415.7032918148,12520.113538963,0.840262119153294,6.82894634020876
"GAGE.2_25413.80",5.73369196697104e-06,4739.80802485185,1930.90440337037,1.29555188717045,6.79072025988012
"FABP_5437.63",7.77190250631255e-07,24387.7947736667,11314.0508017037,1.10804375668386,6.76956303310326
"BSP_14023.84",7.35438181792056e-06,4178.20032925926,1678.01921807407,1.31612242713911,6.75625370985408
"sCD14_16914.104",1.11026747756204e-07,27035.10251,13787.5166257778,0.971471201248455,6.75616678566575
"IGFBP.3_2571.12",4.37265516088026e-08,33728.5516459259,17914.9430443704,0.912806911315349,6.71757861701992
"Coagulation.Factor.IX_4876.32",4.6707219373729e-09,28601.1098766667,16422.0290125926,0.800438743075439,6.66814778955521
"Coagulation.Factor.IXab_5307.12",9.80203559218772e-09,17999.1998762963,10152.1116467037,0.826152935180149,6.61639756621689
